Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight
2,115,1796,15548.18,5,1,1230
9,68,1399,13550.0,5,2,1077
9,68,1834,18000.31,5,2,1215
5,125,1753,28190.0,5,2,1699
1,72,1150,10515.0,5,1,990
3,130,1896,25270.0,3,2,1200
1,90,1197,13190.0,3,1,1089
4,62,1063,8999.0,0,1,275
7,110,1896,17585.62,4,2,1180
1,136,1997,27050.0,5,2,1620
8,99,1560,20432.1,5,2,1289
2,12,49,1051.77,0,1,77
3,6,49,1412.38,0,1,87
4,125,1399,20675.0,5,1,1278
2,131,1591,24215.0,5,1,1379
5,112,1560,22260.0,5,2,1260
4,95,1587,19024.0,5,1,1240
2,125,2151,32208.24,4,2,1410
2,109,1560,18765.0,5,2,1357
27,75,1390,14440.0,5,1,1065
5,98,599,7221.0,0,1,183
1,127,1461,14550.0,5,2,1000
2,68,1896,10653.78,3,2,975
2,150,1969,38778.0,5,2,1702
2,150,1870,26260.0,5,2,1350
10,7,49,2120.0,0,1,90
7,105,1587,15580.0,2,2,1176
3,140,1968,24845.0,5,2,1297
1,80,1388,13535.0,5,1,1027
2,192,2494,42055.0,4,1,1500
27,90,1560,18875.0,4,2,1305
2,70,1398,14120.0,5,2,1022
1,65,1870,14123.78,5,2,1100
1,100,1995,23239.54,5,2,1428
3,90,1997,20300.0,5,2,1328
10,101,1994,15990.0,5,2,1230
2,100,1595,14340.15,5,1,1185
5,75,1360,14510.0,5,1,1089
13,184,2926,37200.0,4,2,1595
2,140,1991,27100.0,5,2,1365
1,110,1560,21340.0,5,2,1261
7,100,1686,21921.55,5,2,1320
2,85,1461,17860.0,5,2,1195
2,105,1896,22455.0,5,2,1251
5,110,1461,21930.0,5,2,1215
25,115,1795,15926.82,4,1,1320
1,184,1995,33195.88,3,2,1435
2,110,1896,20344.26,4,2,1378
4,130,1998,22980.0,4,2,1415
7,75,1753,14822.0,5,2,1450
1,95,2999,31927.09,2,2,2165
24,90,1560,18473.1,5,2,1182
24,90,1488,8372.1,5,2,870
2,100,1910,26150.0,4,2,1430
7,105,1598,20870.0,5,2,1239
13,70,1398,13580.0,5,2,1130
12,4,49,1899.0,0,1,78
12,4,49,2619.0,0,1,90
12,4,125,2699.0,0,1,153
12,4,125,2259.0,0,1,120
7,97,1399,13650.0,4,1,1035
8,110,2184,17008.0,3,2,1350
5,95,1753,12206.56,5,2,1100
4,115,1998,23180.0,5,2,1430
7,90,1905,15743.03,5,2,1152
1,100,1896,15386.0,5,2,1165
1,45,498,6359.0,0,1,213
12,75,1974,12513.07,5,2,1130
12,75,2497,29374.0,5,2,2025
12,75,1896,21636.44,5,2,1270
4,110,1997,21270.0,5,2,1359
3,90,1422,18804.68,5,2,1151
2,108,675,7995.0,0,1,167
3,130,1998,24080.0,5,2,1427
3,11,125,2143.0,0,1,112
2,110,1587,19410.0,5,1,1269
10,85,1229,16030.0,5,1,1105
3,90,1248,19450.0,4,2,1185
3,90,1596,17360.0,4,2,1131
16,70,1867,12500.0,5,2,1010
2,68,1398,14150.0,5,2,1070
15,115,1560,20950.0,5,2,1269
5,145,1896,22100.0,3,1,1251
10,61,1124,12361.4,3,1,956
8,103,1586,14602.0,5,1,1140
1,75,1560,18010.0,4,2,1407
8,90,1995,23849.99,5,2,1678
3,5,49,1499.0,0,1,58
3,18,200,3999.0,0,1,149
3,18,883,7597.0,0,1,230
5,75,1896,16774.25,5,2,1080
3,125,999,20400.0,4,1,1231
5,86,1461,17050.0,5,2,1215
3,71,1868,13529.0,3,2,1155
8,105,1598,26330.0,5,2,1320
3,165,2696,34060.0,5,2,2007
10,60,1397,10060.0,5,1,1065
10,70,1398,14120.0,5,2,1022
1,90,1587,13522.77,5,1,1060
4,135,1998,26546.7,2,1,1415
4,135,1951,28451.91,2,1,1450
1,140,1997,33300.0,5,2,1615
2,110,1560,23750.0,5,2,1318
7,71,1905,17236.0,5,2,1665
2,135,1591,25175.0,5,1,1305
8,115,1998,21516.23,5,1,1325
3,130,1956,30950.0,5,2,1538
5,100,2664,24223.0,3,2,1700
7,110,1753,17110.0,5,2,1401
7,120,1997,32187.0,4,2,1919
3,71,1905,16828.34,4,2,1895
3,15,124,3797.0,0,1,161
18,110,1587,16830.0,5,1,1176
1,125,1395,23487.67,5,1,1246
12,71,1868,12873.68,4,2,1185
12,71,1197,22400.0,4,2,1245
1,82,1199,16940.0,5,1,1040
10,82,1199,16590.0,5,1,1040
5,108,2953,20031.73,2,2,1930
3,86,1498,10289.33,5,1,1087
16,12,124,3299.0,0,1,126
1,69,1242,10915.0,3,1,865
6,109,1997,29000.0,5,2,1736
10,100,1596,16060.0,3,1,1242
8,231,2993,46500.0,2,2,1525
3,61,1124,12795.0,5,1,1010
2,105,1598,19210.0,3,1,1132
3,75,1390,13330.0,5,1,1065
1,105,1598,19170.0,3,1,1195
2,110,1587,18270.0,5,1,1176
1,136,1997,21665.0,3,2,1392
19,50,999,7885.28,3,1,939
7,129,1998,18299.62,3,1,1150
18,75,1390,14580.49,4,1,1125
2,170,2290,32154.15,4,1,1520
16,90,1560,21330.41,4,2,1410
9,68,1700,13402.57,4,2,1095
1,90,1997,21036.0,5,2,1300
3,90,1997,19379.0,5,2,1200
2,90,1396,11960.14,5,1,1015
2,90,2184,18400.0,5,1,1306
9,90,1560,22850.0,5,2,1290
15,90,1905,15980.91,5,2,1230
1,100,1896,17850.0,5,2,1293
5,76,2496,15836.67,5,2,1618
1,6,49,1999.0,0,1,78
10,75,1248,14920.0,3,2,1150
3,86,1197,19390.0,5,1,1065
8,95,1599,19920.0,2,1,1067
2,90,1560,17590.0,5,2,1197
8,100,2663,23138.97,5,2,1850
1,70,1398,13620.0,5,2,1022
6,110,1587,25000.0,2,1,1453
2,85,1248,16785.0,5,1,1040
15,109,1499,32209.92,5,2,1657
5,16,599,6749.0,0,1,189
5,16,638,10499.0,0,1,270
1,90,1461,18125.0,5,2,1132
2,75,1560,19545.0,4,2,1360
13,143,1461,18420.0,5,2,1195
2,99,1905,13823.28,5,2,1090
2,75,1896,12260.65,4,2,1135
1,150,1781,24570.0,3,1,1128
1,120,1870,22110.0,5,2,1430
25,136,1997,29100.0,4,2,1580
9,5,49,1722.0,0,1,100
10,130,1896,29010.0,4,2,1395
3,75,1199,10590.0,4,2,935
1,125,2198,33595.0,5,2,1986
3,69,1242,10150.0,3,1,865
17,140,2204,23300.0,5,2,1351
4,60,1299,9830.0,5,1,948
16,90,1997,19790.0,5,2,1243
10,135,1998,20548.6,4,1,1390
7,136,1997,36290.0,5,2,1743
11,90,1360,17600.0,5,1,1182
9,80,1969,36600.0,3,1,1702
3,88,1386,14700.0,5,1,957
6,64,1896,12786.0,5,2,1125
6,64,2405,28750.0,5,2,1730
26,110,1587,12520.0,3,1,970
10,122,1591,18186.0,5,1,1188
4,110,1560,23550.0,5,2,1247
2,150,1968,26524.69,5,2,1279
3,96,2286,23316.0,2,2,1528
2,130,1896,29010.0,4,2,1395
1,75,1598,9784.48,3,1,905
6,71,1686,22520.0,4,2,1329
6,112,1991,18932.0,5,2,1474
6,112,1870,17188.95,5,2,1150
1,90,1896,16210.0,3,2,1100
8,100,1870,15866.72,5,2,1150
25,110,1587,19295.0,5,1,1268
2,15,125,4599.0,0,1,172
4,70,1248,11125.0,5,2,980
2,50,999,8160.0,3,1,880
9,110,1997,18585.0,5,2,1216
1,90,1896,24280.89,4,2,1315
3,90,1389,12500.0,3,1,1080
1,90,1997,18676.0,5,2,1300
1,90,1867,12500.0,5,2,1010
1,110,1461,23360.0,5,2,1215
4,163,2688,41830.44,5,2,2115
1,60,1769,12068.32,4,2,970
1,75,1598,12705.4,4,1,1180
3,193,2295,41650.0,2,1,1445
7,110,1997,21385.0,3,2,1339
4,68,1399,13550.0,5,2,1077
3,84,1340,17394.97,0,1,271
11,100,1596,17360.0,4,1,1131
5,140,1910,25250.0,4,2,1305
5,86,1896,23690.68,5,2,1820
5,86,1995,16140.0,5,2,1290
3,70,1398,13580.0,5,2,1130
8,51,796,8295.0,5,1,775
18,95,1598,24932.05,5,2,1549
9,90,1560,19120.0,5,2,1228
4,109,1560,19415.0,5,2,1350
27,140,1968,28350.0,5,2,1380
4,65,995,8960.0,5,1,795
10,70,1461,15880.0,5,2,1090
6,170,1598,28400.0,2,1,1240
6,100,1870,24050.0,5,2,1781
4,100,1390,14681.0,5,1,1073
11,100,1596,18430.0,5,1,1297
2,110,1560,28010.0,5,2,1397
3,110,1686,20455.0,5,2,1428
2,106,2286,30892.4,2,2,1860
4,105,1499,25379.75,5,2,1259
2,12,125,2669.0,0,1,124
4,71,1905,14082.92,5,2,1375
8,90,1896,18342.89,4,2,1265
3,140,1968,28210.0,5,2,1553
1,105,1422,18540.0,5,2,1161
2,105,1461,19445.0,5,2,1205
10,100,1896,23150.0,3,2,1260
2,19,249,4199.0,0,1,223
3,143,1968,32810.0,4,2,1480
4,110,2184,17949.0,4,2,1260
2,143,2499,25700.0,4,2,1795
2,136,2231,23425.0,5,2,1485
4,103,1598,20489.99,5,1,1346
11,120,1498,28400.0,5,2,1614
9,75,1598,12705.4,4,1,1180
4,87,1948,18348.0,5,2,1965
20,85,1248,14165.82,5,1,1029
6,90,1598,15145.51,5,1,1220
2,130,1896,16095.1,4,2,1270
5,110,1896,21520.0,5,2,1204
4,69,1995,34100.0,3,1,1505
2,136,1997,27740.0,5,2,1498
5,90,1496,14550.0,5,1,975
2,109,1997,21540.0,5,2,1523
1,90,1560,15899.05,5,2,1289
3,90,1896,17068.74,5,2,1270
3,90,1398,15350.0,5,2,1186
3,90,1997,18340.0,5,2,1243
3,90,1598,13680.0,5,2,995
5,75,1560,19460.0,5,2,1219
5,75,1997,21110.0,5,2,1421
5,75,1753,13913.43,5,2,1194
4,11,124,3004.46,0,1,140
21,60,1124,9886.65,3,1,805
7,115,1753,21190.0,5,2,1416
4,12,125,2999.0,0,1,155
1,100,1896,23150.0,3,2,1260
5,72,1199,15430.0,4,1,1055
10,4,49,661.11,0,1,55
3,140,1968,23150.0,5,2,1454
3,116,999,24658.97,5,1,1270
7,75,1905,12230.6,5,2,1155
8,98,1493,10758.0,4,1,1044
3,204,1995,18350.0,4,2,1250
4,80,1461,17595.0,5,2,1195
2,70,1398,16270.0,5,2,1022
2,70,1461,20100.0,5,2,1121
3,75,1149,14500.0,5,1,980
3,85,1390,12571.75,5,1,1053
5,75,1753,19905.0,4,2,1397
2,95,1598,28503.0,5,2,1661
14,90,1560,18070.0,3,2,1245
2,96,1399,13825.0,5,1,1079
4,75,1360,12000.0,3,1,1025
5,75,1360,15670.0,5,1,1139
3,105,1870,24401.09,5,2,1485
8,115,1753,23010.0,5,2,1437
6,90,1997,18943.0,5,2,1300
8,95,1997,18445.0,5,2,1400
3,15,124,3299.0,0,1,157
2,68,1399,14582.16,4,2,1260
3,69,1242,13550.0,3,1,1015
9,71,1868,14890.0,4,2,1185
6,78,2370,26200.0,4,2,1796
6,78,1870,16221.0,4,2,1260
1,125,2664,29169.0,5,2,1875
6,82,1753,19220.0,5,2,1241
20,118,1895,26354.38,4,1,1360
14,100,1560,25150.0,5,2,1567
3,68,996,8563.54,5,1,855
4,100,1870,21909.0,5,2,1728
3,115,1910,23053.0,4,2,1305
3,115,2198,28650.0,4,2,1918
1,96,1590,14377.84,3,1,1125
16,68,998,10541.75,3,1,820
6,90,1896,16848.59,5,2,1150
5,110,2198,25770.0,3,1,1845
1,110,1587,17850.0,3,1,1176
5,106,748,8400.0,0,1,203
5,106,1198,19450.0,0,1,210
11,140,1968,34770.0,5,2,1604
9,110,1560,21080.0,5,2,1195
2,150,2199,34954.2,4,1,1410
3,150,1991,34545.0,5,2,1820
3,150,1995,41050.01,5,2,1625
3,90,1360,13850.0,3,1,1139
2,103,1396,13383.0,3,1,1060
13,90,1364,18085.0,5,2,1290
13,90,1968,39218.77,5,2,1568
5,75,1390,13192.22,5,1,915
7,105,1598,15223.34,4,1,1109
3,115,1598,20550.0,5,1,1318
1,133,2488,26838.0,4,2,1830
19,100,1560,22000.0,5,2,1235
4,22,243,4195.0,0,1,146
3,68,998,9000.0,5,1,725
2,115,1796,24900.0,3,1,1300
3,9,125,2899.0,0,1,115
13,45,1108,4262.11,5,1,785
1,150,1997,30690.0,5,2,1529
2,120,1910,22010.0,5,2,1330
10,60,1390,9824.51,5,1,1020
1,71,1868,15280.0,5,2,1267
11,110,1896,18740.9,5,2,1170
3,105,1968,37427.35,5,2,1560
6,71,1905,14796.92,4,2,1100
3,110,1896,20043.75,5,2,1296
4,90,1997,20836.0,5,2,1300
2,100,1390,12046.0,5,2,1057
2,105,1598,24425.0,5,2,1239
6,95,1997,20460.0,5,2,1595
3,110,1199,22115.0,4,1,1320
3,110,1997,30175.0,4,1,1486
20,55,998,8756.75,3,1,785
5,60,1149,9315.69,3,1,880
5,64,1896,13886.0,5,2,1125
6,5,49,1499.0,0,1,58
4,100,1390,14494.0,5,1,1073
3,90,1389,12771.51,3,1,1055
6,130,1896,30310.0,5,2,1450
1,116,2148,27106.88,4,2,1790
13,140,1968,21377.0,5,2,1315
16,105,1896,25200.0,5,2,1498
2,60,1390,9824.51,5,1,1020
6,23,248,4134.96,0,1,139
4,64,1896,11175.44,4,2,1105
4,64,1124,12600.01,4,2,1010
4,64,1405,11126.57,4,2,1140
1,75,1360,15350.0,5,1,1074
3,27,249,3329.0,0,1,170
3,115,1685,31715.0,5,2,1425
3,110,1587,15160.0,3,1,1251
3,110,1364,18450.0,3,1,1260
2,75,1149,13370.85,5,1,965
2,130,1499,36000.0,5,2,1430
6,75,1360,14510.0,5,1,1089
6,130,1998,24810.0,4,2,1418
2,34,1192,1382.33,2,1,800
3,105,1598,22804.94,5,2,1480
3,105,1390,10816.53,5,2,1050
2,140,1968,37310.0,2,2,1539
6,110,1587,17024.0,5,1,1141
6,110,1422,14661.0,5,1,1151
10,90,1753,15822.0,5,2,1485
5,7,49,1754.96,0,1,81
2,100,1686,19100.0,5,2,1451
2,110,1896,17627.69,5,2,1239
26,68,1399,13110.0,5,2,1068
1,110,1560,22700.0,5,2,1391
1,110,2953,27986.16,5,2,1947
3,105,1896,21350.0,5,2,1429
5,114,1461,13300.0,4,1,960
5,114,1596,16710.0,4,1,1195
5,114,1984,19154.26,4,1,1230
3,115,1582,20680.0,5,2,1292
3,115,1994,22802.4,3,1,1525
2,110,1997,20770.0,5,2,1279
2,225,2522,25890.0,3,1,1392
2,225,1700,13216.26,3,1,1215
2,140,2204,26000.0,5,2,1351
13,78,385,6899.0,0,1,174
5,70,1868,13228.28,5,2,1175
5,70,1968,30219.75,5,2,1634
3,115,1995,24750.0,3,2,1295
7,88,1386,14700.0,5,1,957
4,20,249,3190.0,0,1,140
4,109,1398,16240.0,4,2,1163
3,113,397,4395.0,0,1,145
4,90,1896,18415.01,5,2,1309
1,115,1956,28570.0,5,2,1935
15,20,250,4999.0,0,1,164
2,125,2982,26852.8,5,2,1905
13,105,1461,21200.0,4,2,1240
5,70,1868,12620.0,5,2,1010
5,70,1905,16702.13,5,2,1151
5,70,1560,25879.99,5,2,1374
2,63,1193,7855.23,5,1,910
8,75,1390,14685.0,5,1,1021
2,102,1870,16729.0,5,2,1270
17,65,1461,12600.0,3,2,960
17,65,1896,24650.0,3,2,1375
2,55,998,9345.74,3,1,870
4,80,1390,14875.0,5,1,1021
3,177,3179,55874.0,4,2,1295
5,15,124,3797.0,0,1,161
9,85,1461,16915.0,5,2,1248
2,105,1896,18550.0,5,2,1250
7,105,1598,19800.0,5,1,1240
10,100,1598,24030.0,5,1,1305
10,6,49,1490.0,0,1,87
15,70,1398,13970.0,3,2,1078
2,105,1870,21020.0,5,2,1290
3,75,1560,20316.17,5,2,1219
1,63,1449,17850.0,0,1,305
2,75,1360,12110.0,5,1,1005
16,80,1390,13192.22,5,1,915
1,105,1461,19920.0,5,2,1215
11,5,49,1778.0,0,1,72
3,100,2463,26060.0,3,1,1873
5,64,1896,11455.0,4,2,1105
10,60,1391,9264.96,3,1,970
1,110,1560,25400.0,5,2,1350
3,109,1560,18765.0,5,2,1357
1,135,1795,24360.0,2,1,1180
2,90,1560,19270.0,5,2,1316
1,105,1598,16890.0,3,1,1132
1,100,999,15860.0,5,1,1185
14,70,1461,18183.64,5,2,1389
14,70,2148,21094.6,5,2,1770
1,32,385,6299.0,0,1,202
2,75,1360,12000.0,3,1,1025
7,110,1587,18270.0,5,1,1176
1,60,1769,9339.73,5,2,880
10,82,1389,11341.82,4,1,985
2,95,1587,19024.0,5,1,1240
18,75,1390,14606.0,5,1,1094
2,105,1896,19751.12,5,2,1250
2,90,1560,20050.01,5,2,1344
9,65,1086,8600.0,5,1,854
3,68,1399,15520.0,5,2,1141
17,110,1995,19390.0,5,2,1340
13,60,1905,12230.6,4,1,1155
2,143,2499,29050.0,4,2,1805
13,84,1598,14896.95,5,1,1120
1,140,2497,28697.37,4,2,1847
1,75,1390,15800.0,5,1,1090
2,69,1242,11625.0,3,1,890
2,115,1796,26100.0,4,1,1385
3,88,1360,18562.44,5,1,1106
3,75,1360,13590.0,3,1,1025
1,75,1499,17780.0,5,2,1205
4,90,1560,20192.24,5,2,1182
3,109,1560,22590.0,5,2,1344
20,70,1398,16270.0,5,2,1022
1,121,1998,24500.0,5,2,1410
2,125,999,19900.0,5,1,1374
3,135,1591,24050.12,5,1,1305
2,224,2987,66900.0,4,2,1720
3,90,1461,20250.0,5,2,1170
4,10,124,2195.0,0,1,102
9,5,49,2398.04,0,1,90
4,85,875,15250.0,3,1,930
3,12,125,2669.0,0,1,124
2,90,1997,16320.0,5,2,1145
7,116,1995,18750.0,5,2,1355
4,61,1124,11825.0,5,1,978
2,110,1598,15930.0,5,1,1160
1,90,1461,21600.0,5,2,1320
2,71,1905,13967.52,5,2,1035
3,136,1998,20855.12,5,1,1330
3,136,1299,7723.01,5,1,871
3,33,298,3990.0,0,1,192
3,68,1399,12950.0,3,2,1067
9,110,1560,20340.0,5,2,1247
3,110,1199,21500.01,5,1,1155
3,110,1968,28144.62,5,1,1785
2,100,1598,15280.0,5,1,1165
21,109,1560,17820.0,3,2,1335
3,80,599,7068.0,0,1,190
22,130,2461,27613.8,5,2,1865
5,140,1968,28580.0,4,2,1454
5,140,1896,20043.75,4,2,1296
9,170,1587,18660.0,2,2,1187
3,110,1461,24010.0,3,2,1205
10,105,2953,23283.0,2,2,1715
9,75,1896,14646.66,5,2,1080
2,68,1399,15650.26,6,2,1260
5,92,1560,20816.3,4,2,1360
2,75,1248,16615.0,5,1,1040
5,110,1997,20770.0,5,2,1279
1,11,125,2799.0,0,1,116
1,60,1390,9420.24,3,1,995
3,85,2198,22330.0,5,2,1656
3,85,1896,21360.0,5,2,1286
2,115,1598,19650.0,5,1,1297
2,150,1968,37020.06,5,2,1657
8,110,1997,18585.0,5,2,1216
3,120,1560,27550.01,5,2,1371
3,90,1582,16850.0,5,2,1367
4,136,1997,24900.0,5,2,1436
2,71,1868,16225.0,5,2,1159
2,71,2874,18631.38,5,2,2300
3,98,599,7221.0,0,1,183
5,125,2172,26770.0,5,2,1448
7,109,1997,29615.0,5,2,1736
6,100,1596,17035.0,5,1,1294
10,75,1686,14460.0,3,2,1260
5,220,3199,54512.77,4,1,1530
4,68,1896,11034.58,3,2,1042
20,75,1349,9772.46,5,1,1081
3,60,1242,13600.0,5,1,979
2,70,1461,14050.0,5,2,1000
2,90,1896,17945.0,5,2,1266
1,69,1242,18280.0,3,1,865
6,143,1995,32800.0,5,2,1540
2,90,1896,20001.68,5,2,1408
20,5,49,1435.0,0,1,97
3,71,1905,14082.92,5,2,1375
3,71,1896,29010.0,5,2,1395
3,115,2402,30350.0,2,2,1771
5,64,1896,12706.0,5,2,1125
5,9,125,1899.0,0,1,100
2,85,1461,17645.0,3,2,1170
2,41,660,11419.23,0,1,290
2,110,1598,17750.0,5,1,1215
2,125,999,22375.0,5,1,1205
21,60,1149,9784.48,5,1,900
11,68,1399,14590.0,5,2,1141
2,110,2184,17008.0,3,2,1350
17,110,1587,15060.0,5,1,1088
1,64,1896,12786.0,5,2,1125
6,68,1700,13132.11,5,2,1085
2,60,1124,10345.0,5,1,825
10,90,1796,22423.76,5,2,1280
3,55,1870,12400.0,4,2,1060
1,120,1998,25665.58,4,1,1235
4,90,898,14870.8,3,1,900
2,65,1461,14250.0,3,2,979
4,136,1685,30940.0,4,2,1507
2,115,1685,23970.49,5,2,1482
17,106,1461,23000.0,5,2,1407
2,90,1753,16140.0,5,2,1349
2,61,698,11130.0,3,1,730
2,115,1197,24249.99,5,1,1350
20,105,1598,15900.0,5,1,1272
13,100,1686,20670.0,5,2,1305
18,100,1560,22450.0,5,2,1260
1,90,1997,20300.0,5,2,1328
3,245,2967,54430.0,5,2,1880
4,7,125,1752.0,0,1,123
4,100,1995,29849.99,5,2,1458
7,110,1560,20570.0,5,2,1261
7,110,1560,16860.0,5,2,1219
2,90,1396,17990.0,5,2,1280
2,90,1398,17590.0,5,2,1220
3,102,1598,20489.99,5,1,1346
9,70,1868,12200.0,3,2,1010
5,100,2178,22660.0,5,2,1865
5,100,1399,14450.0,5,2,1246
3,64,1896,13500.0,5,2,1055
10,100,1870,21909.0,5,2,1728
10,100,1998,19440.0,5,2,1445
2,92,1560,20950.0,5,2,1205
6,68,1896,12170.5,5,2,1070
3,110,1590,17300.0,3,1,1141
4,90,1360,13770.0,5,1,1038
20,105,1896,22595.0,5,2,1287
1,130,2461,35703.04,4,2,2124
1,12,125,2999.0,0,1,148
2,204,2143,56049.99,5,2,1845
17,60,1299,7903.31,3,1,860
17,60,1560,20750.0,3,1,1374
13,163,2143,42197.54,5,2,2220
3,110,1997,23635.0,5,2,1486
3,120,1597,25400.0,5,2,1310
8,115,1560,27170.01,5,2,1373
2,122,1390,21585.0,5,1,1205
2,90,1086,10245.0,5,2,854
2,80,1390,12380.0,3,1,1021
9,115,2402,25080.0,5,2,1937
7,70,1398,13970.0,3,2,1078
7,70,1910,40002.0,3,2,1610
8,87,1560,25400.0,5,1,1437
1,110,1560,20580.0,5,2,1205
3,110,1997,22410.0,5,2,1421
4,90,1997,17280.0,5,2,1311
4,90,1560,23110.0,5,2,1355
7,7,49,2159.0,0,1,95
4,120,2184,22800.0,4,1,1420
4,120,1910,32310.0,4,1,1320
4,140,2204,22500.0,5,2,1403
1,31,707,25000.0,0,2,650
4,100,1910,23920.0,5,2,1553
3,90,1598,15475.0,3,1,1065
2,64,1896,12706.0,5,2,1125
2,64,1870,23160.0,5,2,1315
3,100,1896,13785.0,3,2,1142
7,90,1388,14634.64,3,1,1034
10,100,1995,16850.0,5,2,1325
4,116,1798,25450.0,5,2,1515
5,100,1596,16250.0,5,1,1096
2,125,2151,34492.08,5,2,1460
8,110,1896,23349.32,3,2,1255
3,66,998,11800.0,5,1,933
3,5,49,1824.0,0,1,90
1,115,1596,18400.0,5,1,1279
11,82,1870,21490.0,5,2,1677
2,75,1360,11910.0,5,1,950
2,100,1596,17930.0,5,1,1140
1,105,1896,22610.0,3,2,1389
5,129,1870,22343.0,3,2,1495
8,110,2179,40740.0,5,1,1700
1,105,1896,27260.0,5,2,1320
3,110,1598,18600.0,3,1,1155
3,110,1240,11850.0,3,1,957
2,115,1995,26150.0,5,2,1773
5,92,1560,22420.0,6,2,1360
3,163,1598,23000.0,3,1,1140
2,107,1599,14670.71,3,1,1270
1,115,1798,22550.0,5,1,1400
10,90,1364,14950.0,3,2,980
1,61,1124,12361.4,3,1,956
1,65,1240,11850.0,5,1,957
4,120,1870,33650.0,5,2,1695
4,120,1685,23970.49,5,2,1482
3,110,1896,17627.69,5,2,1239
6,71,1868,14890.0,4,2,1185
5,140,1968,22600.0,5,2,1315
5,140,1896,23150.0,5,2,1260
5,116,1995,25599.99,3,2,1305
3,105,1595,15805.0,5,1,1197
1,65,1952,11409.28,5,2,1260
3,72,1150,10515.0,5,1,990
2,130,1197,22960.0,5,1,1205
8,84,2820,15500.1,5,2,1985
5,68,1896,14085.0,4,2,1109
2,75,1560,16385.0,5,2,1294
4,55,1870,12471.0,5,2,1100
1,115,1598,32860.0,5,2,1375
6,115,1998,13312.42,5,1,1105
5,94,1997,17638.2,2,2,1165
4,58,1527,11655.0,5,2,905
12,90,1364,18070.0,5,1,1185
1,105,1598,23050.0,5,2,1395
6,90,1896,20750.0,3,2,1301
2,105,2953,21254.0,2,2,1715
2,105,1598,22439.99,5,2,1454
5,90,1753,16140.0,5,2,1349
1,61,1895,12143.01,5,2,1445
6,90,1598,26069.99,5,1,1326
4,110,1896,19075.0,5,2,1259
5,130,1998,22355.01,5,2,1655
3,120,1596,17600.0,3,1,1109
2,138,1997,19920.0,5,1,1262
7,65,1870,13823.28,5,2,1100
4,105,1896,22595.0,5,2,1287
4,75,1199,12220.0,5,1,960
3,110,1896,23439.47,3,2,1255
3,110,1896,27003.47,3,2,1390
11,100,1686,20670.0,5,2,1305
9,136,1998,23785.0,2,1,1390
6,115,1753,18645.0,5,2,1341
4,120,1910,23870.0,4,2,1448
4,120,1997,22580.0,4,2,1410
4,120,1997,20000.0,4,2,1405
2,100,1399,13400.0,5,1,1070
5,54,1896,12170.5,5,2,1070
3,82,1199,15890.0,5,1,1035
3,115,1560,19350.0,5,2,1310
12,109,2461,23259.17,5,2,1842
1,130,1598,30400.0,5,2,1540
3,40,460,7005.0,0,1,188
2,115,1390,13625.0,4,2,1034
2,115,1753,19740.0,4,2,1431
1,32,395,6999.0,0,1,213
9,90,1587,13892.39,5,1,1078
5,112,2184,22800.0,5,2,1420
9,12,125,2669.0,0,1,124
2,140,1997,27560.0,4,2,1534
15,110,1896,17850.0,5,2,1259
3,110,1598,29379.68,5,2,1420
2,98,748,7199.0,0,1,226
4,100,1560,19650.0,5,2,1235
1,61,1248,18340.0,5,1,1250
2,86,1498,10289.33,5,1,1087
6,12,125,3160.0,0,1,149
7,136,1951,28451.91,4,2,1450
2,150,1910,29690.0,4,2,1490
1,75,1149,12700.0,5,1,965
4,70,1248,12935.0,5,2,980
2,75,1499,17800.0,5,2,1043
7,90,1364,16350.0,5,2,1260
14,144,2902,25175.0,5,2,2078
4,36,1487,7900.0,0,2,945
3,68,998,11950.0,5,1,830
3,68,2143,29850.0,5,1,1455
4,82,1199,16200.0,5,1,980
1,60,1299,9070.0,3,1,935
2,130,1998,27090.0,5,2,1456
2,75,1397,15300.0,3,1,1060
4,140,1968,30310.0,4,2,1454
2,75,1149,14880.0,5,1,1015
3,54,883,9300.0,0,1,270
16,90,1997,19555.0,3,2,1204
8,90,1665,21005.37,3,2,1290
2,90,1598,17520.0,5,2,1095
1,60,1299,9850.59,3,1,890
2,60,1598,27832.57,5,1,1504
1,110,1560,25400.0,4,2,1437
3,115,1910,18710.0,5,2,1320
5,75,1422,15820.0,3,2,1095
6,103,1596,16910.0,5,1,1250
10,75,1368,20990.0,5,1,1179
8,70,1398,16270.0,5,2,1022
3,44,499,10499.0,0,1,225
7,105,1598,20250.0,5,2,1365
12,70,1398,13130.0,3,2,1130
6,120,599,9321.1,0,1,169
1,70,1198,13940.0,5,1,992
3,92,1560,18780.0,5,2,1155
2,193,2793,33800.92,4,1,1395
4,92,1560,23210.0,5,2,1355
2,115,1998,19202.34,5,1,1240
9,75,1390,12520.0,5,1,1025
3,95,1560,16850.0,5,2,1042
12,100,1753,18100.0,3,2,1202
4,101,1594,12742.0,5,1,1217
2,90,1598,15475.0,3,1,1065
1,100,1896,15911.0,3,2,1144
12,70,1398,13580.0,5,2,1130
2,90,1997,19380.16,5,2,1290
10,86,1461,16350.0,5,2,1061
1,90,898,10730.0,5,1,1023
1,71,1867,15760.0,5,2,1220
11,70,1398,12880.0,5,2,1049
2,115,1995,26500.0,5,2,1893
1,92,1560,20540.0,5,2,1182
